flight_id,flight_number,origin_airport_code,dest_airport_code,aircraft_code,flight_date
40536,VA541,AMD,HKG,AC03,2025-04-01
40537,VA820,AUH,CCU,AC03,2025-04-12
40538,VA614,BKK,CCU,AC02,2025-08-19
40539,VA290,LHR,COK,AC04,2025-01-31
40540,VA928,HKG,CCU,AC04,2025-05-13
40541,VA741,SIN,KUL,AC10,2025-02-25
40542,VA181,CDG,CCU,AC05,2025-02-13
40543,VA383,DOH,HYD,AC02,2025-06-25
40544,VA340,DEL,LHR,AC08,2025-09-06
40545,VA109,JFK,HYD,AC01,2025-05-17
40546,VA696,DEL,JFK,AC01,2025-02-19
40547,VA910,COK,CMB,AC01,2025-07-12
40548,VA879,FRA,CMB,AC05,2025-09-06
40549,VA718,BKK,DXB,AC07,2025-06-22
40550,VA451,AUH,JFK,AC06,2026-02-23
40551,VA781,GOI,AUH,AC07,2025-07-13
40552,VA464,FRA,BOM,AC06,2026-02-17
40553,VA567,HYD,DEL,AC07,2026-01-07
40554,VA716,MAA,DEL,AC02,2026-03-21
40555,VA816,CMB,PNQ,AC04,2025-07-08
40556,VA802,KUL,FRA,AC08,2025-09-21
40557,VA292,SIN,JFK,AC01,2025-11-23
40558,VA748,DXB,DEL,AC06,2026-03-24
40559,VA433,BOM,HKG,AC08,2025-04-30
40560,VA509,FRA,BKK,AC10,2026-02-11
40561,VA538,BLR,AUH,AC08,2025-12-04
40562,VA851,SFO,HYD,AC07,2025-05-31
40563,VA829,FRA,COK,AC03,2026-03-22
40564,VA903,CMB,LHR,AC09,2025-01-17
40565,VA915,MAA,BKK,AC02,2025-06-04
40566,VA995,JFK,KTM,AC08,2025-03-28
40567,VA593,KUL,HYD,AC09,2025-05-04
40568,VA274,GOI,COK,AC02,2025-02-24
40569,VA129,SIN,SFO,AC03,2025-06-17
40570,VA325,DOH,PNQ,AC05,2025-12-07
40571,VA226,BKK,JFK,AC03,2025-10-01
40572,VA603,CDG,HKG,AC02,2026-02-12
40573,VA992,SFO,DXB,AC04,2025-10-22
40574,VA759,FRA,BLR,AC06,2025-07-13
40575,VA853,SFO,HKG,AC07,2025-12-01
40576,VA976,CDG,KTM,AC07,2026-02-18
40577,VA218,GOI,PNQ,AC05,2025-02-14
40578,VA448,HYD,BLR,AC10,2025-04-07
40579,VA686,HKG,HYD,AC06,2025-03-07
40580,VA690,DXB,DOH,AC01,2025-06-09
40581,VA648,BOM,LHR,AC04,2026-03-10
40582,VA427,DOH,SIN,AC06,2026-02-13
40583,VA632,JFK,MAA,AC10,2025-10-30
40584,VA504,GOI,HYD,AC01,2025-10-03
40585,VA248,KUL,DXB,AC05,2026-03-05
40586,VA796,GOI,BKK,AC08,2025-03-17
40587,VA249,FRA,AMD,AC01,2025-11-03
40588,VA614,DXB,AMD,AC02,2025-05-21
40589,VA589,SFO,LHR,AC04,2025-09-11
40590,VA485,AMD,SFO,AC01,2026-02-19
40591,VA947,DXB,MAA,AC04,2026-03-11
40592,VA817,HKG,GOI,AC01,2026-03-20
40593,VA844,CCU,BKK,AC07,2025-06-03
40594,VA122,JFK,CCU,AC09,2025-07-20
40595,VA794,DXB,SIN,AC08,2025-06-28
40596,VA640,DOH,BLR,AC05,2025-05-25
40597,VA817,SFO,COK,AC09,2025-07-21
40598,VA431,HYD,MAA,AC10,2026-03-20
40599,VA411,BOM,SFO,AC08,2025-12-02
40600,VA240,CCU,LHR,AC08,2025-12-23
40601,VA248,BKK,AMD,AC04,2025-04-22
40602,VA852,HKG,COK,AC01,2025-07-05
40603,VA204,HKG,LHR,AC03,2025-07-12
40604,VA961,SIN,JFK,AC03,2025-01-29
40605,VA585,HYD,AUH,AC03,2025-01-27
40606,VA765,HYD,CMB,AC06,2025-10-31
40607,VA742,SIN,MAA,AC07,2025-05-06
40608,VA346,BOM,HYD,AC07,2025-09-08
40609,VA710,AMD,SFO,AC03,2025-12-01
40610,VA894,HKG,DOH,AC02,2026-02-03
40611,VA491,KUL,CDG,AC05,2025-11-20
40612,VA476,CDG,KUL,AC01,2025-03-03
40613,VA224,HYD,BLR,AC08,2025-11-25
40614,VA330,JFK,CMB,AC01,2025-10-28
40615,VA380,LHR,BKK,AC02,2026-02-11
40616,VA493,LHR,CCU,AC08,2025-11-27
40617,VA405,SFO,SIN,AC10,2025-03-06
40618,VA165,HYD,DXB,AC09,2025-04-05
40619,VA120,DOH,SFO,AC07,2025-10-12
40620,VA600,KTM,CMB,AC02,2025-09-23
40621,VA830,LHR,KTM,AC02,2026-01-21
40622,VA220,COK,JFK,AC03,2026-03-18
40623,VA284,FRA,SFO,AC01,2025-10-12
40624,VA225,KUL,DXB,AC01,2025-03-07
40625,VA768,LHR,COK,AC03,2025-02-14
40626,VA971,KTM,PNQ,AC01,2025-02-13
40627,VA405,HYD,CMB,AC06,2025-10-06
40628,VA773,CCU,SIN,AC01,2025-05-08
40629,VA631,AMD,BOM,AC05,2025-12-04
40630,VA243,KTM,KUL,AC10,2025-09-09
40631,VA635,SFO,DXB,AC06,2025-11-07
40632,VA314,KTM,CMB,AC02,2025-12-06
40633,VA137,BOM,GOI,AC04,2025-03-14
40634,VA237,AMD,COK,AC10,2025-10-10
40635,VA467,COK,LHR,AC05,2025-03-07
40636,VA532,HKG,FRA,AC02,2025-10-09
40637,VA765,PNQ,DOH,AC03,2025-07-24
40638,VA360,KUL,BLR,AC07,2025-12-22
40639,VA308,MAA,KTM,AC02,2025-11-19
40640,VA748,HKG,PNQ,AC04,2026-01-01
40641,VA773,AUH,LHR,AC09,2025-11-06
40642,VA941,CCU,SIN,AC03,2025-06-11
40643,VA126,SIN,DOH,AC10,2025-05-07
40644,VA227,BLR,PNQ,AC09,2025-02-26
40645,VA516,JFK,KTM,AC02,2025-06-18
40646,VA471,CDG,BLR,AC06,2026-02-03
40647,VA989,PNQ,MAA,AC04,2025-05-21
40648,VA486,DEL,HYD,AC04,2025-07-13
40649,VA639,HYD,CCU,AC05,2025-10-29
40650,VA641,BKK,HYD,AC06,2025-12-25
40651,VA664,LHR,AMD,AC05,2025-11-08
40652,VA274,HYD,BOM,AC06,2026-01-20
40653,VA453,DOH,CCU,AC09,2025-10-10
40654,VA588,FRA,DOH,AC10,2025-03-07
40655,VA803,PNQ,DEL,AC09,2026-01-01
40656,VA229,MAA,JFK,AC03,2025-07-13
40657,VA373,LHR,HKG,AC01,2026-01-07
40658,VA824,CDG,AUH,AC04,2025-12-14
40659,VA823,FRA,SIN,AC08,2025-04-04
40660,VA917,KUL,AUH,AC08,2025-09-15
40661,VA538,AMD,PNQ,AC09,2026-01-03
40662,VA750,GOI,AMD,AC02,2025-06-06
40663,VA965,SIN,DXB,AC02,2025-11-21
40664,VA345,BLR,HKG,AC02,2025-03-26
40665,VA186,LHR,BOM,AC05,2025-10-11
40666,VA534,BKK,DEL,AC09,2026-01-10
40667,VA609,MAA,BKK,AC09,2025-12-17
40668,VA814,JFK,KTM,AC02,2025-07-27
40669,VA294,DEL,FRA,AC01,2026-01-01
40670,VA647,SIN,SFO,AC06,2025-05-06
40671,VA943,HKG,JFK,AC09,2025-12-17
40672,VA721,FRA,BOM,AC08,2025-03-28
40673,VA330,JFK,CMB,AC03,2025-02-08
40674,VA626,AUH,MAA,AC06,2025-01-27
40675,VA488,SIN,BKK,AC03,2025-07-11
40676,VA795,HYD,DXB,AC04,2026-03-02
40677,VA397,KTM,HYD,AC05,2025-09-05
40678,VA318,AMD,PNQ,AC01,2026-01-13
40679,VA503,CDG,LHR,AC04,2025-06-06
40680,VA945,CDG,CMB,AC01,2025-08-26
40681,VA158,FRA,BKK,AC06,2025-01-04
40682,VA436,FRA,KUL,AC05,2025-07-01
40683,VA458,HYD,DEL,AC03,2025-07-25
40684,VA203,AUH,DEL,AC07,2025-09-09
40685,VA641,COK,BLR,AC09,2025-03-20
40686,VA599,SIN,HYD,AC01,2025-03-21
40687,VA331,JFK,PNQ,AC08,2025-07-22
40688,VA473,AUH,AMD,AC07,2025-04-04
40689,VA211,KTM,PNQ,AC08,2025-12-03
40690,VA243,KUL,CCU,AC06,2026-01-18
40691,VA467,SIN,DEL,AC04,2025-02-26
40692,VA141,COK,AMD,AC03,2025-07-22
40693,VA439,SIN,HKG,AC01,2025-03-24
40694,VA590,JFK,COK,AC05,2025-03-02
40695,VA663,SIN,BKK,AC08,2026-02-14
40696,VA230,JFK,SFO,AC06,2026-01-20
40697,VA843,DOH,CMB,AC07,2025-03-09
40698,VA229,HYD,DEL,AC03,2025-06-26
40699,VA885,CMB,DEL,AC04,2025-01-27
40700,VA539,JFK,DXB,AC10,2026-01-13
40701,VA591,DEL,SIN,AC05,2025-05-25
40702,VA879,BKK,BLR,AC07,2025-05-07
40703,VA846,FRA,MAA,AC09,2025-04-06
40704,VA885,GOI,PNQ,AC02,2026-03-19
40705,VA353,PNQ,SFO,AC07,2025-04-12
40706,VA901,BKK,SFO,AC02,2025-12-25
40707,VA725,HKG,CMB,AC03,2025-04-07
40708,VA749,LHR,CDG,AC03,2025-04-28
40709,VA510,HYD,MAA,AC01,2025-05-21
40710,VA536,COK,MAA,AC01,2025-11-12
40711,VA985,COK,BLR,AC01,2025-07-14
40712,VA413,SIN,CMB,AC04,2025-04-24
40713,VA590,DXB,SIN,AC01,2025-09-19
40714,VA152,SIN,CDG,AC05,2025-02-26
40715,VA387,PNQ,AUH,AC06,2025-12-31
40716,VA427,SIN,GOI,AC01,2025-04-04
40717,VA153,BOM,DEL,AC06,2025-04-19
40718,VA386,AMD,BKK,AC10,2025-02-21
40719,VA358,SIN,CCU,AC08,2025-07-06
40720,VA214,DXB,AMD,AC02,2025-12-09
40721,VA665,DEL,JFK,AC03,2025-06-19
40722,VA929,AUH,HKG,AC06,2026-01-16
40723,VA719,LHR,CMB,AC06,2025-05-02
40724,VA315,CDG,PNQ,AC10,2025-07-16
40725,VA233,BLR,HYD,AC10,2025-03-03
40726,VA770,BOM,LHR,AC04,2025-04-09
40727,VA201,SFO,KUL,AC02,2025-10-07
40728,VA408,FRA,DXB,AC08,2026-01-25
40729,VA838,COK,KTM,AC03,2025-01-23
40730,VA528,MAA,COK,AC09,2025-12-31
40731,VA455,PNQ,KTM,AC06,2025-08-18
40732,VA220,CDG,SFO,AC07,2025-02-04
40733,VA636,BKK,SIN,AC09,2026-02-09
40734,VA713,DEL,CCU,AC05,2025-12-23
40735,VA146,MAA,AMD,AC10,2025-02-01
40736,VA858,SFO,COK,AC07,2025-09-11
40737,VA991,JFK,KTM,AC09,2025-02-08
40738,VA868,CCU,KUL,AC09,2025-07-16
40739,VA510,KTM,DOH,AC10,2025-05-20
40740,VA103,COK,CCU,AC03,2025-10-20
40741,VA813,COK,LHR,AC01,2026-03-27
40742,VA615,CMB,KUL,AC09,2025-05-13
40743,VA403,AMD,GOI,AC05,2025-10-10
40744,VA329,HYD,CCU,AC01,2025-10-01
40745,VA140,GOI,AMD,AC03,2026-03-29
40746,VA376,PNQ,MAA,AC01,2025-11-25
40747,VA647,GOI,COK,AC02,2025-01-01
40748,VA747,CDG,AUH,AC10,2025-07-08
40749,VA822,DXB,BLR,AC09,2025-05-16
40750,VA518,HKG,MAA,AC10,2025-05-31
40751,VA740,DXB,BOM,AC01,2026-02-26
40752,VA848,AUH,GOI,AC05,2025-04-01
40753,VA650,PNQ,DEL,AC10,2025-02-24
40754,VA491,HKG,SFO,AC05,2026-03-22
40755,VA664,CDG,FRA,AC04,2026-02-23
40756,VA432,KUL,GOI,AC05,2025-04-15
40757,VA927,LHR,CDG,AC07,2025-03-21
40758,VA847,KUL,GOI,AC07,2025-07-08
40759,VA195,MAA,BKK,AC08,2025-04-03
40760,VA935,KUL,CCU,AC03,2025-04-07
40761,VA846,LHR,BKK,AC03,2025-11-28
40762,VA417,AMD,DEL,AC03,2026-03-30
40763,VA803,CCU,DOH,AC10,2025-04-07
40764,VA173,BLR,MAA,AC07,2025-05-06
40765,VA512,KUL,CDG,AC02,2026-01-06
40766,VA844,CMB,MAA,AC01,2025-11-05
40767,VA493,HYD,DOH,AC01,2025-02-26
40768,VA144,DEL,CDG,AC03,2025-05-08
40769,VA246,BLR,PNQ,AC10,2025-01-07
40770,VA655,DEL,HYD,AC06,2026-03-13
40771,VA307,SFO,BLR,AC03,2025-09-03
40772,VA935,LHR,KUL,AC03,2025-06-07
40773,VA258,DXB,BKK,AC04,2025-01-29
40774,VA373,KTM,SFO,AC09,2025-03-05
40775,VA205,DEL,BOM,AC09,2025-06-01
40776,VA956,HYD,CMB,AC07,2025-03-14
40777,VA124,DEL,GOI,AC04,2025-08-07
40778,VA461,DOH,MAA,AC05,2025-04-26
40779,VA803,JFK,DOH,AC02,2025-09-09
40780,VA329,CCU,HYD,AC02,2025-05-25
40781,VA730,AUH,BLR,AC06,2025-03-02
40782,VA144,AUH,BLR,AC10,2025-03-19
40783,VA643,CCU,SIN,AC06,2025-11-04
40784,VA535,CCU,JFK,AC03,2025-12-08
40785,VA739,JFK,AMD,AC05,2025-06-28
40786,VA611,HYD,PNQ,AC06,2025-05-16
40787,VA907,SFO,BLR,AC01,2026-03-18
40788,VA250,MAA,CDG,AC06,2025-03-17
40789,VA838,DOH,KUL,AC08,2026-02-22
40790,VA691,BLR,HYD,AC07,2026-01-08
40791,VA192,PNQ,MAA,AC06,2025-03-07
40792,VA461,CCU,DOH,AC06,2025-09-11
40793,VA810,SIN,BKK,AC07,2025-11-05
40794,VA241,CDG,DXB,AC04,2025-07-16
40795,VA609,SIN,KTM,AC09,2025-10-01
40796,VA649,BKK,KTM,AC04,2025-07-16
40797,VA832,BLR,LHR,AC07,2025-09-27
40798,VA930,LHR,SFO,AC04,2025-12-26
40799,VA470,BLR,GOI,AC01,2025-04-15
40800,VA671,DEL,AUH,AC08,2025-03-10
40801,VA457,HYD,BOM,AC06,2026-03-11
40802,VA571,MAA,AMD,AC03,2026-03-04
40803,VA348,KTM,SIN,AC04,2026-02-28
40804,VA864,GOI,BOM,AC03,2025-03-02
40805,VA486,SFO,MAA,AC01,2025-12-23
40806,VA155,SIN,AUH,AC02,2025-12-06
40807,VA588,LHR,BLR,AC10,2026-03-22
40808,VA250,CCU,DEL,AC06,2025-03-14
40809,VA178,BLR,GOI,AC01,2025-10-19
40810,VA883,SIN,MAA,AC03,2025-08-29
40811,VA866,HKG,MAA,AC09,2025-12-24
40812,VA521,AMD,BKK,AC06,2025-08-16
40813,VA113,CDG,SFO,AC05,2025-02-26
40814,VA757,MAA,BOM,AC01,2025-11-06
40815,VA264,CCU,CMB,AC01,2025-07-22
40816,VA996,SIN,JFK,AC08,2025-10-11
40817,VA685,SFO,PNQ,AC09,2025-06-06
40818,VA533,SFO,GOI,AC03,2025-05-20
40819,VA486,BLR,CMB,AC03,2026-01-16
40820,VA733,COK,DOH,AC01,2025-04-23
40821,VA942,DOH,CCU,AC09,2025-11-06
40822,VA579,BLR,SFO,AC08,2025-06-10
40823,VA947,CDG,DOH,AC07,2025-03-26
40824,VA762,BOM,AUH,AC07,2025-04-10
40825,VA206,PNQ,HYD,AC02,2025-07-05
40826,VA128,FRA,DXB,AC04,2025-05-25
40827,VA209,CCU,KTM,AC02,2025-04-19
40828,VA874,FRA,DEL,AC05,2025-04-07
40829,VA753,KTM,COK,AC01,2025-05-04
40830,VA683,PNQ,BLR,AC10,2025-01-23
40831,VA146,LHR,BKK,AC01,2025-06-11
40832,VA108,BLR,AMD,AC06,2026-01-20
40833,VA612,AMD,DOH,AC04,2025-06-11
40834,VA464,DOH,HKG,AC03,2025-12-26
40835,VA439,JFK,HYD,AC07,2026-01-15
40836,VA614,CMB,HYD,AC03,2025-01-13
40837,VA588,LHR,DOH,AC10,2026-03-21
40838,VA265,BOM,AMD,AC03,2025-12-16
40839,VA740,KUL,BLR,AC02,2026-01-03
40840,VA926,GOI,COK,AC03,2026-01-29
40841,VA613,SFO,CCU,AC09,2026-01-09
40842,VA635,FRA,CDG,AC06,2025-08-18
40843,VA397,MAA,DXB,AC06,2025-11-16
40844,VA829,SIN,BOM,AC07,2025-05-03
40845,VA721,COK,FRA,AC02,2025-03-20
40846,VA609,LHR,CDG,AC02,2026-02-17
40847,VA884,DEL,MAA,AC05,2025-10-08
40848,VA196,BLR,BKK,AC08,2025-06-10
40849,VA265,CCU,AMD,AC02,2025-05-24
40850,VA461,LHR,AUH,AC02,2025-02-06
40851,VA890,CCU,SFO,AC08,2025-05-13
40852,VA881,BKK,PNQ,AC08,2025-11-29
40853,VA682,MAA,HYD,AC08,2025-01-21
40854,VA510,AUH,AMD,AC07,2026-03-15
40855,VA232,FRA,JFK,AC08,2025-07-07
40856,VA421,CMB,FRA,AC06,2025-02-12
40857,VA618,JFK,SIN,AC08,2025-05-15
40858,VA735,JFK,BOM,AC01,2026-01-15
40859,VA940,GOI,SFO,AC09,2025-01-05
40860,VA397,MAA,HYD,AC07,2025-03-23
40861,VA974,LHR,DOH,AC02,2025-04-25
40862,VA785,DOH,KUL,AC02,2025-06-28
40863,VA647,KUL,CDG,AC08,2025-02-25
40864,VA849,BLR,CCU,AC02,2025-07-23
40865,VA511,SIN,COK,AC06,2025-02-03
40866,VA597,DXB,FRA,AC04,2025-12-26
40867,VA217,HKG,BKK,AC05,2025-08-21
40868,VA259,BOM,KTM,AC08,2025-03-16
40869,VA427,CDG,COK,AC10,2025-01-17
40870,VA163,FRA,DOH,AC06,2026-02-09
40871,VA318,SIN,BKK,AC01,2025-04-19
40872,VA533,DEL,JFK,AC05,2025-05-10
40873,VA185,CDG,CCU,AC03,2025-02-05
40874,VA183,PNQ,DOH,AC05,2026-03-24
40875,VA992,SFO,KUL,AC07,2025-09-26
40876,VA365,COK,JFK,AC03,2026-03-02
40877,VA538,BOM,BLR,AC06,2026-01-21
40878,VA303,AMD,CCU,AC06,2025-08-03
40879,VA805,BKK,KTM,AC03,2025-12-23
40880,VA809,SIN,AUH,AC10,2025-07-19
40881,VA901,DEL,KTM,AC10,2025-04-12
40882,VA783,BLR,HKG,AC10,2025-11-12
40883,VA780,MAA,DXB,AC06,2025-01-08
40884,VA251,MAA,KUL,AC08,2026-03-19
40885,VA911,DXB,HYD,AC07,2025-05-15
40886,VA103,CMB,HKG,AC08,2026-03-03
40887,VA560,MAA,CDG,AC10,2025-02-19
40888,VA863,BOM,COK,AC04,2025-08-04
40889,VA892,SFO,KTM,AC03,2025-11-04
40890,VA456,DOH,COK,AC04,2025-04-08
40891,VA114,JFK,LHR,AC06,2026-02-21
40892,VA409,AUH,DEL,AC05,2025-09-15
40893,VA611,HYD,SFO,AC08,2025-07-31
40894,VA460,SIN,AUH,AC09,2025-08-07
40895,VA216,CMB,DXB,AC03,2025-08-23
40896,VA281,SIN,AUH,AC09,2025-11-01
40897,VA546,CCU,KTM,AC07,2025-05-26
40898,VA796,JFK,SFO,AC07,2025-11-21
40899,VA735,AMD,SFO,AC02,2025-02-14
40900,VA765,HYD,BLR,AC01,2025-11-12
40901,VA608,SIN,HYD,AC10,2025-10-06
40902,VA554,HYD,CDG,AC09,2025-10-25
40903,VA396,BOM,JFK,AC07,2025-04-19
40904,VA664,GOI,KUL,AC07,2025-02-28
40905,VA227,COK,BKK,AC06,2026-02-11
40906,VA940,KUL,SIN,AC07,2025-01-04
40907,VA619,AUH,GOI,AC05,2025-05-18
40908,VA414,JFK,PNQ,AC07,2025-12-11
40909,VA524,GOI,DEL,AC01,2025-01-08
40910,VA909,DEL,MAA,AC06,2026-03-07
40911,VA714,CMB,HKG,AC06,2025-06-21
40912,VA540,CCU,LHR,AC04,2025-10-12
40913,VA731,DOH,COK,AC07,2026-03-01
40914,VA539,BOM,LHR,AC03,2025-11-22
40915,VA277,DOH,HKG,AC07,2025-06-12
40916,VA547,CMB,CCU,AC04,2025-02-20
40917,VA616,SFO,MAA,AC02,2025-11-20
40918,VA963,LHR,DOH,AC05,2026-03-05
40919,VA430,KTM,CCU,AC04,2025-02-17
40920,VA547,BLR,DEL,AC01,2025-11-18
40921,VA128,LHR,MAA,AC10,2025-12-29
40922,VA685,KTM,BLR,AC07,2025-01-13
40923,VA564,HKG,MAA,AC06,2025-04-06
40924,VA327,GOI,CDG,AC05,2025-04-10
40925,VA843,KTM,GOI,AC07,2026-01-30
40926,VA152,PNQ,JFK,AC05,2025-02-12
40927,VA123,MAA,CDG,AC10,2026-03-20
40928,VA710,HYD,KUL,AC02,2025-02-24
40929,VA368,MAA,AMD,AC03,2025-02-17
40930,VA964,BLR,BKK,AC06,2026-03-06
40931,VA203,COK,DOH,AC08,2026-02-12
40932,VA175,DEL,SIN,AC08,2025-11-17
40933,VA803,BLR,COK,AC07,2025-07-12
40934,VA561,DXB,CDG,AC03,2025-04-03
40935,VA282,AMD,DEL,AC10,2025-11-20
40936,VA220,FRA,BOM,AC06,2025-06-27
40937,VA714,BKK,FRA,AC09,2025-01-03
40938,VA859,CCU,CMB,AC05,2025-03-04
40939,VA130,COK,FRA,AC09,2025-01-12
40940,VA321,CMB,MAA,AC06,2025-02-28
40941,VA435,COK,DEL,AC03,2025-04-23
40942,VA808,BLR,HKG,AC03,2025-05-18
40943,VA304,PNQ,BKK,AC02,2025-06-28
40944,VA767,SFO,KTM,AC05,2025-08-28
40945,VA546,HKG,BKK,AC09,2025-07-24
40946,VA277,COK,PNQ,AC04,2025-12-18
40947,VA502,SFO,PNQ,AC02,2025-10-26
40948,VA269,LHR,AMD,AC04,2026-01-05
40949,VA556,BKK,SIN,AC07,2025-11-02
40950,VA935,HKG,PNQ,AC06,2025-11-15
40951,VA492,HYD,FRA,AC07,2025-04-13
40952,VA482,LHR,AUH,AC02,2025-08-19
40953,VA623,CCU,BOM,AC05,2025-10-28
40954,VA718,SIN,AMD,AC09,2025-06-30
40955,VA217,DOH,DEL,AC03,2026-02-19
40956,VA909,DXB,SIN,AC03,2025-07-03
40957,VA320,GOI,BLR,AC06,2025-07-10
40958,VA225,MAA,DXB,AC01,2025-06-13
40959,VA834,SFO,DEL,AC06,2025-04-20
40960,VA914,KUL,LHR,AC06,2025-04-30
40961,VA494,KTM,BLR,AC05,2025-11-05
40962,VA322,COK,CMB,AC02,2025-10-15
40963,VA722,PNQ,SFO,AC02,2025-10-21
40964,VA798,CDG,SIN,AC07,2025-06-12
40965,VA301,DXB,COK,AC01,2026-02-15
40966,VA381,BKK,BOM,AC07,2025-03-03
40967,VA275,HYD,KUL,AC10,2025-06-17
40968,VA342,LHR,DOH,AC10,2025-01-11
40969,VA759,AMD,DEL,AC10,2025-01-03
40970,VA234,KUL,AMD,AC07,2025-01-19
40971,VA140,KTM,CMB,AC06,2025-11-27
40972,VA581,DEL,BLR,AC02,2026-03-01
40973,VA408,SIN,HKG,AC05,2025-06-12
40974,VA181,AUH,DOH,AC09,2026-02-01
40975,VA727,DXB,BKK,AC01,2025-07-21
40976,VA565,AMD,SFO,AC08,2026-03-11
40977,VA963,CDG,HYD,AC06,2025-11-13
40978,VA329,HYD,DEL,AC01,2026-02-27
40979,VA207,DEL,MAA,AC06,2026-03-18
40980,VA546,SFO,HKG,AC04,2025-03-29
40981,VA841,BLR,COK,AC06,2026-02-22
40982,VA804,KTM,DEL,AC01,2025-05-13
40983,VA149,BOM,HYD,AC05,2025-02-08
40984,VA804,PNQ,DXB,AC10,2026-02-10
40985,VA815,DOH,PNQ,AC03,2025-03-12
40986,VA222,LHR,KUL,AC03,2025-06-13
40987,VA970,MAA,LHR,AC07,2025-11-23
40988,VA225,KUL,JFK,AC09,2025-09-28
40989,VA589,GOI,LHR,AC08,2025-05-24
40990,VA594,DXB,HKG,AC04,2025-02-17
40991,VA828,PNQ,AMD,AC02,2025-06-30
40992,VA775,KTM,GOI,AC04,2025-12-22
40993,VA161,BLR,BKK,AC04,2025-01-07
40994,VA579,JFK,COK,AC07,2025-04-07
40995,VA448,BKK,HYD,AC04,2026-02-21
40996,VA626,LHR,CMB,AC06,2026-01-25
40997,VA564,AMD,SFO,AC03,2026-03-11
40998,VA233,CMB,HYD,AC04,2025-07-06
40999,VA988,DOH,KUL,AC10,2025-09-20
41000,VA292,COK,DOH,AC02,2025-05-23
41001,VA802,SIN,CCU,AC05,2026-03-22
41002,VA204,LHR,CDG,AC03,2025-08-25
41003,VA212,HYD,HKG,AC04,2025-01-09
41004,VA373,KUL,CCU,AC01,2025-09-01
41005,VA563,JFK,CMB,AC06,2025-05-16
41006,VA186,HYD,KTM,AC06,2025-08-09
41007,VA506,COK,MAA,AC09,2025-08-09
41008,VA154,CMB,DXB,AC08,2025-05-20
41009,VA150,AUH,HYD,AC07,2026-01-10
41010,VA401,SIN,COK,AC04,2025-07-26
41011,VA382,CCU,FRA,AC09,2025-11-08
41012,VA543,BKK,CMB,AC02,2025-12-15
41013,VA354,BOM,CDG,AC02,2025-04-23
41014,VA136,HYD,BOM,AC10,2025-05-17
41015,VA644,GOI,BLR,AC02,2025-05-22
41016,VA816,GOI,FRA,AC07,2025-07-20
41017,VA325,DOH,HYD,AC05,2025-09-11
41018,VA904,COK,CCU,AC04,2025-06-27
41019,VA822,CDG,AMD,AC10,2025-05-28
41020,VA196,HKG,DEL,AC03,2025-09-15
41021,VA588,SFO,FRA,AC05,2026-03-13
41022,VA274,SFO,GOI,AC06,2025-12-15
41023,VA291,BLR,CCU,AC06,2025-08-22
41024,VA782,MAA,DEL,AC08,2025-08-08
41025,VA281,DXB,DEL,AC05,2026-03-28
41026,VA795,BLR,CCU,AC01,2025-11-01
41027,VA697,AUH,BKK,AC01,2025-09-08
41028,VA212,GOI,BKK,AC01,2026-02-24
41029,VA796,DEL,LHR,AC05,2026-03-04
41030,VA615,GOI,CMB,AC03,2026-01-22
41031,VA202,MAA,HYD,AC05,2026-02-16
41032,VA563,HKG,DXB,AC08,2026-01-12
41033,VA363,AUH,KTM,AC08,2025-05-10
41034,VA113,AUH,KUL,AC06,2025-06-04
41035,VA630,SFO,DXB,AC10,2025-09-05
41036,VA802,HYD,PNQ,AC09,2026-01-08
41037,VA251,CDG,DEL,AC07,2026-03-15
41038,VA245,GOI,JFK,AC06,2025-09-12
41039,VA691,DEL,GOI,AC07,2025-07-04
41040,VA191,COK,HKG,AC04,2025-07-13
41041,VA380,CDG,HYD,AC09,2025-08-19
41042,VA371,CMB,CCU,AC06,2026-03-31
41043,VA703,DXB,DOH,AC07,2025-05-22
41044,VA142,AMD,COK,AC10,2025-09-24
41045,VA954,SFO,DXB,AC10,2025-03-04
41046,VA680,SIN,KUL,AC06,2025-05-28
41047,VA610,HYD,DEL,AC03,2025-08-27
41048,VA635,JFK,MAA,AC05,2025-11-16
41049,VA266,KTM,JFK,AC05,2025-09-07
41050,VA918,AMD,BLR,AC05,2025-01-08
41051,VA322,KUL,BOM,AC05,2026-02-27
41052,VA154,LHR,HYD,AC08,2025-06-06
41053,VA460,DEL,SIN,AC01,2025-01-26
41054,VA458,PNQ,MAA,AC05,2026-02-07
41055,VA887,CMB,JFK,AC09,2025-03-21
41056,VA377,BLR,SFO,AC03,2026-01-11
41057,VA699,COK,SIN,AC02,2025-05-29
41058,VA584,GOI,BOM,AC06,2025-05-08
41059,VA495,JFK,CDG,AC07,2025-07-24
41060,VA409,HYD,PNQ,AC10,2025-06-09
41061,VA546,CCU,LHR,AC06,2026-02-16
41062,VA799,LHR,MAA,AC04,2025-05-09
41063,VA667,MAA,SIN,AC04,2025-06-04
41064,VA404,AMD,BLR,AC10,2025-11-18
41065,VA287,KUL,KTM,AC07,2026-02-05
41066,VA241,SIN,HYD,AC09,2025-08-15
41067,VA615,SFO,DXB,AC06,2025-08-28
41068,VA577,AUH,SIN,AC07,2025-07-30
41069,VA672,KUL,DEL,AC01,2026-01-28
41070,VA873,SIN,BLR,AC03,2025-11-11
41071,VA694,AMD,GOI,AC09,2025-07-11
41072,VA656,MAA,FRA,AC10,2026-03-26
