booking_id,passenger_id,flight_id,booking_date,travel_date,fare_class,fare_amount,tax_amount,booking_status,miles_earned
9000657,700104,40789,2025-12-27,2026-02-22,Economy,6688.0,1252.56,Confirmed,1337
9000658,700557,40500,2025-07-15,2025-08-07,Economy,5419.0,1100.28,Confirmed,1083
9000659,701331,41157,2025-03-30,2025-04-27,Economy,9004.0,1530.48,Confirmed,1800
9000660,700954,40733,2026-01-31,2026-02-09,Economy,5763.0,1141.56,Confirmed,1152
9000661,700422,41472,2025-05-24,2025-05-25,Economy,5758.0,1140.96,Confirmed,1151
9000662,701146,40873,2025-01-16,2025-02-05,Economy,4970.0,1046.4,Confirmed,994
9000663,700507,41721,2025-03-20,2025-04-26,Premium Economy,14088.0,2140.56,Confirmed,2817
9000664,700625,40611,2025-10-29,2025-11-20,Premium Economy,12340.0,1930.8,Confirmed,2468
9000665,700066,41253,2025-08-01,2025-08-09,Economy,10076.0,1659.12,Confirmed,2015
9000666,701346,40564,2024-12-10,2025-01-17,Economy,7702.0,1374.24,Confirmed,1540
9000667,700122,41432,2025-04-28,2025-06-03,Economy,4877.0,1035.24,Confirmed,975
9000668,701193,41481,2025-09-22,2025-11-21,Economy,7361.0,1333.32,Confirmed,1472
9000669,701169,41757,2026-01-12,2026-03-13,Economy,5551.0,1116.12,Confirmed,1110
9000670,700712,40912,2025-10-03,2025-10-12,Economy,7666.0,1369.92,Confirmed,1533
9000671,700257,40394,2025-08-08,2025-08-27,Economy,7488.0,1348.56,Confirmed,1497
9000672,700131,40076,2025-01-30,2025-02-15,Economy,5224.0,1076.88,Confirmed,1044
9000673,700728,40303,2025-02-13,2025-04-01,Economy,7233.0,1317.96,Confirmed,1446
9000674,700802,40218,2026-01-14,2026-01-23,Premium Economy,12314.0,1927.68,Confirmed,2462
9000675,700881,40389,2025-04-01,2025-04-23,Economy,8863.0,1513.56,Cancelled,1772
9000676,701131,41988,2025-06-07,2025-07-29,Economy,6406.0,1218.72,Confirmed,1281
9000677,700138,40611,2025-11-07,2025-11-20,Economy,5547.0,1115.64,Confirmed,1109
9000678,700068,41127,2025-11-22,2025-12-16,Economy,5116.0,1063.92,Cancelled,1023
9000679,700038,41757,2026-02-25,2026-03-13,Economy,6042.0,1175.04,Confirmed,1208
9000680,701347,40616,2025-11-12,2025-11-27,Economy,7203.0,1314.36,Confirmed,1440
9000681,700574,40811,2025-11-03,2025-12-24,Premium Economy,15983.0,2367.96,Confirmed,3196
9000682,700585,40781,2025-01-12,2025-03-02,Economy,7431.0,1341.72,NoShow,1486
9000683,700334,40131,2025-10-05,2025-11-04,Economy,4145.0,947.4,Confirmed,829
9000684,700689,40331,2026-01-09,2026-03-03,Economy,8733.0,1497.96,Confirmed,1746
9000685,701277,41494,2025-05-29,2025-07-24,Premium Economy,14844.0,2231.28,Confirmed,2968
9000686,700052,41624,2026-03-09,2026-03-24,Economy,4813.0,1027.56,Confirmed,962
9000687,700031,41797,2025-08-26,2025-08-27,Economy,5369.0,1094.28,Confirmed,1073
9000688,700290,41372,2025-01-28,2025-03-27,Economy,4916.0,1039.92,Confirmed,983
9000689,700355,41589,2025-08-10,2025-09-10,Economy,4682.0,1011.84,Confirmed,936
9000690,700998,40569,2025-05-06,2025-06-17,Economy,5281.0,1083.72,Confirmed,1056
9000691,700033,40349,2025-09-04,2025-09-20,Economy,6353.0,1212.36,Cancelled,1270
9000692,700530,40186,2025-02-01,2025-03-03,Premium Economy,12480.0,1947.6,Confirmed,2496
9000693,700533,41352,2025-04-23,2025-06-19,Economy,8164.0,1429.68,Confirmed,1632
9000694,700465,40847,2025-10-01,2025-10-08,Economy,5271.0,1082.52,Confirmed,1054
9000695,700016,41099,2025-08-30,2025-10-25,Business,31915.0,4279.8,Confirmed,6383
9000696,701459,40368,2025-04-02,2025-04-12,Economy,7411.0,1339.32,Confirmed,1482
9000697,700156,40521,2025-03-07,2025-05-05,Economy,6073.0,1178.76,Confirmed,1214
9000698,700088,41626,2025-06-05,2025-06-17,Economy,4841.0,1030.92,Confirmed,968
9000699,700151,41409,2025-06-08,2025-07-14,Economy,10312.0,1687.44,Confirmed,2062
9000700,700461,40930,2026-01-10,2026-03-06,Economy,7509.0,1351.08,Confirmed,1501
9000701,701225,41225,2026-01-09,2026-01-19,Economy,6784.0,1264.08,Confirmed,1356
9000702,700126,40651,2025-09-21,2025-11-08,Business,48698.0,6293.76,Confirmed,9739
9000703,700074,41936,2025-11-15,2025-12-10,Premium Economy,11447.0,1823.64,Confirmed,2289
9000704,700097,40306,2025-03-30,2025-04-09,Economy,4453.0,984.36,Confirmed,890
9000705,700113,41740,2025-02-14,2025-02-27,Business,41446.0,5423.52,NoShow,8289
9000706,700677,41796,2025-11-06,2026-01-03,Premium Economy,10071.0,1658.52,Confirmed,2014
9000707,700146,40024,2026-02-01,2026-02-19,Economy,5331.0,1089.72,Confirmed,1066
9000708,700372,41253,2025-06-20,2025-08-09,Business,32453.0,4344.36,Confirmed,6490
9000709,700127,40813,2025-01-29,2025-02-26,Economy,6536.0,1234.32,Confirmed,1307
9000710,700817,40971,2025-11-06,2025-11-27,Premium Economy,11542.0,1835.04,Confirmed,2308
9000711,700322,40715,2025-11-26,2025-12-31,Economy,7173.0,1310.76,Confirmed,1434
9000712,701435,40309,2025-03-11,2025-04-18,Economy,5451.0,1104.12,Confirmed,1090
9000713,700352,41191,2025-04-22,2025-05-18,Economy,4746.0,1019.52,Confirmed,949
9000714,700131,41693,2025-12-07,2026-01-16,Premium Economy,11026.0,1773.12,Confirmed,2205
9000715,700137,40055,2026-02-02,2026-03-16,Economy,5716.0,1135.92,Confirmed,1143
9000716,700321,41557,2025-01-25,2025-03-21,Economy,5172.0,1070.64,Confirmed,1034
9000717,700019,40131,2025-09-12,2025-11-04,Economy,5360.0,1093.2,Cancelled,1072
9000718,700891,40762,2026-02-10,2026-03-30,Economy,12305.0,1926.6,Confirmed,2461
9000719,700079,41112,2025-01-08,2025-02-04,Economy,5024.0,1052.88,Confirmed,1004
9000720,701019,40625,2024-12-27,2025-02-14,Economy,7176.0,1311.12,Cancelled,1435
9000721,700794,40905,2026-01-01,2026-02-11,Economy,5376.0,1095.12,Confirmed,1075
9000722,700075,41306,2025-12-27,2026-01-22,Economy,7030.0,1293.6,Confirmed,1406
9000723,700016,41348,2025-03-14,2025-03-26,Economy,7233.0,1317.96,Confirmed,1446
9000724,700124,40093,2025-11-21,2025-12-10,Economy,5482.0,1107.84,NoShow,1096
9000725,700114,41920,2026-02-16,2026-03-21,Business,48200.0,6234.0,Confirmed,9640
9000726,701078,40314,2025-01-13,2025-03-07,Premium Economy,14306.0,2166.72,Confirmed,2861
9000727,700110,40197,2025-03-25,2025-05-06,Economy,6762.0,1261.44,Confirmed,1352
9000728,700050,40864,2025-06-26,2025-07-23,Economy,6771.0,1262.52,Confirmed,1354
9000729,700011,41531,2025-03-20,2025-03-31,Economy,5140.0,1066.8,Confirmed,1028
9000730,700727,40668,2025-06-05,2025-07-27,Economy,5082.0,1059.84,Confirmed,1016
9000731,701252,41132,2025-12-22,2026-02-05,Economy,5267.0,1082.04,Confirmed,1053
9000732,700499,40127,2025-09-05,2025-09-09,Economy,6316.0,1207.92,Confirmed,1263
9000733,700789,41756,2025-12-19,2026-01-03,Economy,7677.0,1371.24,Confirmed,1535
9000734,701292,41378,2026-02-02,2026-03-25,Business,36940.0,4882.8,Confirmed,7388
9000735,700507,41973,2025-03-03,2025-04-07,Business,61380.0,7815.6,Confirmed,12276
9000736,700312,40888,2025-06-29,2025-08-04,Economy,6184.0,1192.08,Cancelled,1236
9000737,700016,40203,2025-01-31,2025-03-16,Economy,6924.0,1280.88,Confirmed,1384
9000738,700194,41082,2025-05-04,2025-06-04,Economy,7108.0,1302.96,Confirmed,1421
9000739,700137,41332,2025-10-31,2025-11-03,Economy,6710.0,1255.2,Confirmed,1342
9000740,700113,41070,2025-11-04,2025-11-11,Business,46832.0,6069.84,Confirmed,9366
9000741,700505,41958,2025-02-21,2025-03-20,Economy,5392.0,1097.04,Confirmed,1078
9000742,701498,41108,2025-07-16,2025-08-30,Economy,6683.0,1251.96,Confirmed,1336
9000743,701177,40308,2025-05-21,2025-07-05,Economy,5791.0,1144.92,Confirmed,1158
9000744,700332,41698,2025-06-10,2025-06-17,Economy,5989.0,1168.68,Confirmed,1197
9000745,700610,40703,2025-03-16,2025-04-06,Economy,5321.0,1088.52,Confirmed,1064
9000746,700105,41815,2025-07-06,2025-07-15,Economy,6679.0,1251.48,Confirmed,1335
9000747,700044,40866,2025-11-18,2025-12-26,First,110198.0,13673.76,Confirmed,22039
9000748,700090,41151,2025-12-15,2025-12-16,Economy,6521.0,1232.52,Confirmed,1304
9000749,700129,41404,2025-09-20,2025-10-30,Business,37580.0,4959.6,Cancelled,7516
9000750,700703,41734,2025-11-21,2025-12-11,Economy,6039.0,1174.68,Confirmed,1207
9000751,700149,40422,2025-08-06,2025-09-01,Premium Economy,13665.0,2089.8,NoShow,2733
9000752,700807,41093,2025-09-17,2025-09-19,Economy,4598.0,1001.76,Confirmed,919
9000753,700015,41793,2026-02-11,2026-02-12,Economy,4894.0,1037.28,Confirmed,978
9000754,700056,40037,2025-04-17,2025-06-10,Economy,4092.0,941.04,Confirmed,818
9000755,700123,40001,2025-04-01,2025-05-07,Business,41976.0,5487.12,Confirmed,8395
9000756,700027,40624,2025-01-23,2025-03-07,Premium Economy,13914.0,2119.68,Confirmed,2782
9000757,700000,41133,2025-08-21,2025-09-13,Economy,8736.0,1498.32,Confirmed,1747
9000758,701221,40435,2025-05-19,2025-05-22,Economy,9426.0,1581.12,Confirmed,1885
9000759,700897,40728,2025-12-14,2026-01-25,Economy,5876.0,1155.12,Confirmed,1175
9000760,700982,41108,2025-07-18,2025-08-30,Premium Economy,18388.0,2656.56,Confirmed,3677
9000761,700071,41871,2025-04-09,2025-05-26,Business,45387.0,5896.44,Confirmed,9077
9000762,700069,40063,2026-01-05,2026-01-13,Economy,5200.0,1074.0,Confirmed,1040
9000763,700864,41881,2025-03-01,2025-03-20,Economy,6420.0,1220.4,Confirmed,1284
9000764,700036,41144,2024-12-11,2025-02-07,Business,48454.0,6264.48,Confirmed,9690
9000765,700280,41612,2025-02-26,2025-04-17,Economy,5573.0,1118.76,Confirmed,1114
9000766,700075,40645,2025-04-19,2025-06-18,Economy,4686.0,1012.32,Confirmed,937
9000767,701402,40900,2025-09-22,2025-11-12,Economy,6162.0,1189.44,Confirmed,1232
9000768,700474,41608,2025-07-29,2025-08-19,Economy,5165.0,1069.8,Confirmed,1033
9000769,700089,41094,2025-08-17,2025-09-01,Economy,6138.0,1186.56,Confirmed,1227
9000770,700139,40446,2025-09-03,2025-09-10,Economy,5494.0,1109.28,Cancelled,1098
9000771,701013,41903,2025-06-14,2025-07-30,Premium Economy,10129.0,1665.48,Confirmed,2025
9000772,700082,40321,2025-08-14,2025-09-11,Premium Economy,13670.0,2090.4,Confirmed,2734
9000773,700088,41458,2024-12-05,2025-01-18,Economy,5684.0,1132.08,Confirmed,1136
9000774,700112,40286,2026-01-14,2026-03-01,Business,40890.0,5356.8,Confirmed,8178
9000775,700120,40688,2025-02-04,2025-04-04,Economy,5691.0,1132.92,Confirmed,1138
9000776,701498,40471,2025-02-27,2025-04-17,Economy,4204.0,954.48,Confirmed,840
9000777,701169,41522,2025-10-22,2025-12-16,Premium Economy,13091.0,2020.92,Confirmed,2618
9000778,700130,40940,2025-02-15,2025-02-28,Economy,9223.0,1556.76,Confirmed,1844
9000779,701409,41094,2025-08-30,2025-09-01,Economy,5187.0,1072.44,Confirmed,1037
9000780,701050,40411,2025-06-08,2025-06-24,Premium Economy,13556.0,2076.72,Confirmed,2711
9000781,700890,40971,2025-10-25,2025-11-27,Economy,6074.0,1178.88,Confirmed,1214
9000782,701353,40376,2025-02-22,2025-03-15,Economy,5688.0,1132.56,Confirmed,1137
9000783,700131,40435,2025-03-23,2025-05-22,Economy,4029.0,933.48,Confirmed,805
9000784,701016,41156,2024-12-05,2025-01-30,Economy,5833.0,1149.96,Confirmed,1166
9000785,700459,40179,2025-04-07,2025-05-25,Economy,6565.0,1237.8,Cancelled,1313
9000786,700880,40429,2026-01-23,2026-03-17,Economy,6714.0,1255.68,Confirmed,1342
9000787,700229,40536,2025-02-02,2025-04-01,Economy,6864.0,1273.68,Confirmed,1372
9000788,701400,40098,2025-02-02,2025-03-09,Economy,5699.0,1133.88,Confirmed,1139
9000789,700588,41451,2025-04-02,2025-04-24,Economy,7463.0,1345.56,Confirmed,1492
9000790,701372,40348,2024-12-20,2025-01-31,Economy,7291.0,1324.92,Confirmed,1458
9000791,701004,41259,2025-12-06,2026-01-22,Economy,5808.0,1146.96,Cancelled,1161
9000792,701213,40672,2025-02-15,2025-03-28,Premium Economy,12180.0,1911.6,Cancelled,2436
9000793,701356,40105,2025-01-16,2025-01-28,Economy,5839.0,1150.68,Confirmed,1167
9000794,700925,41732,2025-01-31,2025-03-13,Premium Economy,15588.0,2320.56,Confirmed,3117
9000795,700025,41840,2025-09-21,2025-09-27,Economy,7137.0,1306.44,Confirmed,1427
9000796,700801,41617,2025-03-06,2025-03-24,Premium Economy,11399.0,1817.88,Confirmed,2279
9000797,700889,41071,2025-07-04,2025-07-11,Economy,8130.0,1425.6,Confirmed,1626
9000798,701103,41738,2025-07-17,2025-08-21,Economy,5064.0,1057.68,NoShow,1012
9000799,701474,40163,2026-02-11,2026-03-01,Business,65762.0,8341.44,Confirmed,13152
9000800,700302,41173,2025-10-19,2025-11-29,Premium Economy,16482.0,2427.84,Confirmed,3296
9000801,701286,41147,2025-11-11,2026-01-06,Economy,5938.0,1162.56,Confirmed,1187
9000802,700024,41697,2025-08-12,2025-09-24,Economy,6212.0,1195.44,Confirmed,1242
9000803,700249,41574,2025-12-21,2026-02-13,Economy,4541.0,994.92,Confirmed,908
9000804,700146,41178,2025-03-31,2025-04-16,Premium Economy,11463.0,1825.56,Confirmed,2292
9000805,701175,40971,2025-11-07,2025-11-27,Economy,7890.0,1396.8,Confirmed,1578
9000806,700034,40120,2025-05-02,2025-06-16,Economy,11359.0,1813.08,Confirmed,2271
9000807,700776,40613,2025-11-11,2025-11-25,Premium Economy,11577.0,1839.24,Confirmed,2315
9000808,700821,41551,2026-01-13,2026-02-08,Economy,5984.0,1168.08,Confirmed,1196
9000809,701115,41163,2025-11-17,2025-12-03,Economy,4878.0,1035.36,Confirmed,975
9000810,700922,40658,2025-10-19,2025-12-14,First,150890.0,18556.8,Confirmed,30178
9000811,701163,41363,2025-11-23,2025-12-09,Economy,5571.0,1118.52,Confirmed,1114
9000812,700034,40380,2025-05-25,2025-06-17,Economy,5425.0,1101.0,Confirmed,1085
9000813,700107,41716,2025-12-31,2026-02-02,Business,40414.0,5299.68,Confirmed,8082
9000814,700017,41568,2025-12-23,2026-02-03,Economy,5275.0,1083.0,Confirmed,1055
9000815,700052,41673,2024-11-20,2025-01-05,Economy,7335.0,1330.2,Cancelled,1467
9000816,700095,40685,2025-02-13,2025-03-20,Business,43370.0,5654.4,Confirmed,8674
9000817,700016,41972,2025-10-14,2025-10-22,Economy,7225.0,1317.0,Confirmed,1445
9000818,700539,40540,2025-05-03,2025-05-13,Economy,5442.0,1103.04,Confirmed,1088
9000819,700432,41297,2025-09-15,2025-10-02,Economy,5933.0,1161.96,Confirmed,1186
9000820,700000,41897,2025-07-16,2025-07-18,Economy,6365.0,1213.8,Confirmed,1273
9000821,700552,41166,2025-06-25,2025-07-07,Economy,6864.0,1273.68,Cancelled,1372
9000822,700673,41784,2025-07-24,2025-08-14,Premium Economy,10399.0,1697.88,Confirmed,2079
9000823,700043,41101,2026-02-08,2026-03-28,Business,34114.0,4543.68,Confirmed,6822
9000824,701476,41314,2026-01-13,2026-02-10,Premium Economy,21379.0,3015.48,Confirmed,4275
9000825,700133,41568,2025-12-11,2026-02-03,Economy,5619.0,1124.28,Confirmed,1123
9000826,701499,41038,2025-08-11,2025-09-12,Economy,5962.0,1165.44,Confirmed,1192
9000827,700002,40479,2025-10-21,2025-11-04,Economy,7566.0,1357.92,Confirmed,1513
9000828,700042,41239,2025-07-17,2025-07-18,Economy,5399.0,1097.88,Confirmed,1079
9000829,700091,41986,2025-06-07,2025-06-10,Business,47798.0,6185.76,Confirmed,9559
9000830,701013,40922,2024-12-14,2025-01-13,Economy,5471.0,1106.52,Confirmed,1094
9000831,700491,41412,2025-04-24,2025-06-01,Premium Economy,11559.0,1837.08,Confirmed,2311
9000832,700036,41720,2025-02-15,2025-03-23,Economy,4641.0,1006.92,Confirmed,928
9000833,700523,40295,2025-12-03,2026-01-21,Economy,7734.0,1378.08,Confirmed,1546
9000834,700611,41772,2025-04-30,2025-06-29,Economy,5400.0,1098.0,Confirmed,1080
9000835,700136,41624,2026-03-14,2026-03-24,Economy,8008.0,1410.96,Confirmed,1601
9000836,700440,41696,2025-05-09,2025-06-18,Economy,5156.0,1068.72,Confirmed,1031
9000837,700038,40102,2025-10-10,2025-11-10,Economy,6378.0,1215.36,Confirmed,1275
9000838,701477,41595,2026-01-22,2026-01-25,Economy,4716.0,1015.92,Confirmed,943
9000839,700061,40277,2025-01-27,2025-02-01,Economy,6379.0,1215.48,Confirmed,1275
9000840,700118,40122,2026-02-06,2026-02-13,Economy,6327.0,1209.24,Confirmed,1265
9000841,700138,40183,2025-06-20,2025-07-03,Premium Economy,10770.0,1742.4,Confirmed,2154
9000842,700291,41665,2025-07-07,2025-08-01,Economy,7521.0,1352.52,Confirmed,1504
9000843,700834,40380,2025-06-09,2025-06-17,Economy,7563.0,1357.56,Cancelled,1512
9000844,700970,41622,2025-02-18,2025-02-26,First,116728.0,14457.36,Confirmed,23345
9000845,700057,41708,2025-08-21,2025-08-22,Economy,5461.0,1105.32,NoShow,1092
9000846,700087,41555,2025-05-18,2025-06-07,Economy,5381.0,1095.72,Confirmed,1076
9000847,701360,40370,2025-04-22,2025-05-06,Business,38047.0,5015.64,Cancelled,7609
9000848,700369,41495,2025-01-01,2025-01-03,Economy,4351.0,972.12,Confirmed,870
9000849,700057,40769,2024-11-28,2025-01-07,Economy,6995.0,1289.4,Confirmed,1399
9000850,700049,41890,2025-12-28,2026-01-06,Economy,4723.0,1016.76,Confirmed,944
9000851,700027,41987,2025-09-14,2025-10-28,Economy,5500.0,1110.0,Confirmed,1100
9000852,700828,40217,2025-08-13,2025-09-19,Economy,7710.0,1375.2,Confirmed,1542
9000853,700876,41551,2025-12-25,2026-02-08,Economy,6781.0,1263.72,Confirmed,1356
9000854,700120,41620,2024-12-05,2025-01-31,Business,41125.0,5385.0,Confirmed,8225
9000855,700897,41859,2025-01-02,2025-01-03,Economy,5282.0,1083.84,Confirmed,1056
9000856,701269,41681,2025-12-25,2026-02-06,Economy,4527.0,993.24,Confirmed,905
9000857,701083,41733,2025-11-04,2025-12-11,Economy,6010.0,1171.2,Confirmed,1202
9000858,700083,41911,2025-05-19,2025-07-11,Premium Economy,15264.0,2281.68,Confirmed,3052
9000859,700040,40471,2025-03-30,2025-04-17,Economy,6200.0,1194.0,Cancelled,1240
9000860,700002,40240,2025-08-07,2025-08-22,Economy,6268.0,1202.16,Confirmed,1253
9000861,700029,40344,2025-02-20,2025-02-25,First,106387.0,13216.44,Confirmed,21277
9000862,700825,40735,2024-12-05,2025-02-01,Economy,6363.0,1213.56,Confirmed,1272
9000863,700064,40928,2025-02-08,2025-02-24,Economy,6397.0,1217.64,Confirmed,1279
9000864,700481,40243,2024-12-26,2025-01-21,Premium Economy,16277.0,2403.24,Confirmed,3255
9000865,701467,40284,2025-12-23,2026-02-05,Economy,6625.0,1245.0,Confirmed,1325
9000866,700168,41265,2026-03-16,2026-03-19,Economy,6573.0,1238.76,Confirmed,1314
9000867,700012,41930,2025-01-27,2025-03-23,Business,41993.0,5489.16,Confirmed,8398
9000868,700111,40047,2024-12-01,2025-01-29,Economy,9015.0,1531.8,Confirmed,1803
9000869,700756,40243,2024-11-25,2025-01-21,Economy,7883.0,1395.96,Confirmed,1576
9000870,700004,41421,2025-11-17,2025-12-04,Economy,4655.0,1008.6,Confirmed,931
9000871,700061,40387,2025-11-22,2026-01-02,Economy,5708.0,1134.96,Confirmed,1141
9000872,700559,40914,2025-11-01,2025-11-22,Economy,6655.0,1248.6,Confirmed,1331
9000873,700129,41767,2026-02-17,2026-03-15,Economy,10156.0,1668.72,Confirmed,2031
9000874,700000,40311,2025-01-29,2025-03-29,Economy,5150.0,1068.0,Cancelled,1030
9000875,701410,40305,2025-11-19,2026-01-16,Economy,4825.0,1029.0,Confirmed,965
9000876,700455,40665,2025-08-14,2025-10-11,Economy,6610.0,1243.2,Confirmed,1322
9000877,700285,40705,2025-03-13,2025-04-12,Economy,5622.0,1124.64,Confirmed,1124
9000878,701293,41129,2025-07-31,2025-09-14,Economy,6573.0,1238.76,Cancelled,1314
9000879,700109,41995,2025-03-22,2025-04-12,Economy,4612.0,1003.44,Confirmed,922
9000880,700022,40836,2025-01-11,2025-01-13,Economy,5167.0,1070.04,Confirmed,1033
9000881,700067,41481,2025-09-25,2025-11-21,Premium Economy,17460.0,2545.2,Confirmed,3492
9000882,701496,41938,2025-10-12,2025-11-16,Premium Economy,12952.0,2004.24,Cancelled,2590
9000883,700295,41870,2025-04-29,2025-06-17,Economy,5878.0,1155.36,Confirmed,1175
9000884,700022,40900,2025-10-16,2025-11-12,First,146519.0,18032.28,Confirmed,29303
9000885,700079,40681,2024-12-19,2025-01-04,Economy,6159.0,1189.08,Confirmed,1231
9000886,700839,41007,2025-06-15,2025-08-09,Economy,4992.0,1049.04,Confirmed,998
9000887,701368,41095,2025-10-18,2025-10-29,Economy,5708.0,1134.96,Confirmed,1141
9000888,701431,41951,2025-12-11,2025-12-23,Economy,10824.0,1748.88,Confirmed,2164
9000889,700905,41603,2025-10-14,2025-11-09,Business,48142.0,6227.04,Confirmed,9628
9000890,700969,41810,2025-09-02,2025-09-29,Business,36595.0,4841.4,Confirmed,7319
9000891,700144,40956,2025-05-10,2025-07-03,Economy,4165.0,949.8,Confirmed,833
9000892,700013,40989,2025-05-04,2025-05-24,First,115164.0,14269.68,Confirmed,23032
9000893,700022,40629,2025-10-18,2025-12-04,Economy,7261.0,1321.32,Confirmed,1452
9000894,700065,40688,2025-02-12,2025-04-04,Economy,9192.0,1553.04,Confirmed,1838
9000895,700207,41177,2026-01-26,2026-03-18,Economy,5489.0,1108.68,Confirmed,1097
9000896,700063,41373,2026-01-20,2026-03-07,Economy,8051.0,1416.12,Confirmed,1610
9000897,701024,40005,2025-08-24,2025-10-18,Economy,5428.0,1101.36,Confirmed,1085
9000898,700103,41790,2025-12-22,2026-02-16,Economy,6268.0,1202.16,Confirmed,1253
9000899,700071,40829,2025-04-17,2025-05-04,Business,36814.0,4867.68,Confirmed,7362
9000900,700868,40168,2025-10-23,2025-12-14,Premium Economy,14318.0,2168.16,Confirmed,2863
9000901,700788,40008,2024-12-29,2025-02-20,Business,40788.0,5344.56,Confirmed,8157
9000902,700101,40108,2025-01-17,2025-01-21,Economy,4825.0,1029.0,Confirmed,965
9000903,700202,40164,2025-02-16,2025-02-22,Premium Economy,15334.0,2290.08,Confirmed,3066
9000904,700099,41207,2025-01-05,2025-02-27,Economy,6871.0,1274.52,Confirmed,1374
9000905,700104,41810,2025-07-31,2025-09-29,Economy,8676.0,1491.12,Confirmed,1735
9000906,701072,41478,2025-01-25,2025-02-27,Economy,6459.0,1225.08,NoShow,1291
9000907,701446,40673,2024-12-14,2025-02-08,Economy,5115.0,1063.8,Confirmed,1023
9000908,700007,40244,2025-06-04,2025-06-06,Economy,4834.0,1030.08,Confirmed,966
9000909,700106,40965,2026-02-06,2026-02-15,Premium Economy,13782.0,2103.84,Confirmed,2756
9000910,700316,40216,2025-08-27,2025-09-24,Economy,6736.0,1258.32,Confirmed,1347
9000911,700985,40265,2025-09-01,2025-10-29,Economy,7298.0,1325.76,Confirmed,1459
9000912,700858,41004,2025-07-13,2025-09-01,Economy,5226.0,1077.12,Confirmed,1045
9000913,700140,41146,2024-12-17,2025-02-11,Economy,7632.0,1365.84,Confirmed,1526
9000914,701370,40750,2025-04-10,2025-05-31,Economy,8585.0,1480.2,Confirmed,1717
9000915,700031,41777,2025-12-12,2025-12-31,Economy,7119.0,1304.28,Confirmed,1423
9000916,700120,40800,2025-01-31,2025-03-10,Economy,7983.0,1407.96,Confirmed,1596
9000917,700503,40040,2025-09-25,2025-10-20,Premium Economy,14637.0,2206.44,Confirmed,2927
9000918,700018,41183,2025-12-12,2026-02-05,First,113244.0,14039.28,Confirmed,22648
9000919,701328,40009,2025-05-22,2025-06-22,Business,36238.0,4798.56,NoShow,7247
9000920,700230,41070,2025-09-22,2025-11-11,Economy,7287.0,1324.44,Confirmed,1457
9000921,700451,41269,2025-11-06,2025-12-11,Business,42230.0,5517.6,Confirmed,8446
9000922,700003,40048,2025-06-11,2025-06-12,Economy,4869.0,1034.28,Confirmed,973
9000923,700746,40647,2025-03-27,2025-05-21,Economy,5058.0,1056.96,Confirmed,1011
9000924,701258,41563,2026-01-20,2026-03-13,Premium Economy,11725.0,1857.0,Confirmed,2345
9000925,700565,41766,2025-12-30,2026-01-21,Economy,6304.0,1206.48,Confirmed,1260
9000926,700869,41867,2024-12-21,2025-01-22,Economy,7048.0,1295.76,Confirmed,1409
9000927,700227,41752,2026-03-14,2026-03-22,Economy,5358.0,1092.96,Confirmed,1071
9000928,701152,40280,2025-11-07,2025-12-12,Premium Economy,12609.0,1963.08,Confirmed,2521
9000929,701375,41019,2025-04-25,2025-05-28,Economy,5792.0,1145.04,Confirmed,1158
9000930,700891,41663,2025-01-24,2025-03-04,Economy,5250.0,1080.0,Confirmed,1050
9000931,700075,41553,2025-01-28,2025-03-17,Premium Economy,12638.0,1966.56,Confirmed,2527
9000932,701335,40733,2026-02-04,2026-02-09,Economy,8070.0,1418.4,Confirmed,1614
9000933,700124,40984,2026-01-06,2026-02-10,First,145825.0,17949.0,Confirmed,29165
9000934,700018,40651,2025-10-19,2025-11-08,First,132526.0,16353.12,Confirmed,26505
9000935,700144,41721,2025-04-06,2025-04-26,Economy,5464.0,1105.68,Confirmed,1092
9000936,700115,40353,2025-01-08,2025-01-30,Economy,8872.0,1514.64,Confirmed,1774
9000937,700002,40380,2025-05-12,2025-06-17,Economy,5694.0,1133.28,Confirmed,1138
9000938,701446,40912,2025-08-31,2025-10-12,Business,43677.0,5691.24,Cancelled,8735
9000939,700733,40422,2025-08-10,2025-09-01,Economy,8081.0,1419.72,Confirmed,1616
9000940,700832,41236,2026-01-07,2026-01-16,Economy,6432.0,1221.84,Confirmed,1286
9000941,701211,41834,2025-07-09,2025-08-21,Economy,8093.0,1421.16,Cancelled,1618
9000942,700088,41391,2025-05-26,2025-06-10,Economy,9257.0,1560.84,Confirmed,1851
9000943,700107,41614,2026-02-07,2026-02-09,Economy,10519.0,1712.28,Confirmed,2103
9000944,700002,41520,2025-03-16,2025-03-22,Business,31365.0,4213.8,Confirmed,6273
9000945,701219,40643,2025-04-24,2025-05-07,Economy,7326.0,1329.12,Confirmed,1465
9000946,700007,41805,2025-11-05,2025-12-05,Economy,5680.0,1131.6,Confirmed,1136
9000947,700266,40494,2025-10-14,2025-12-07,Premium Economy,9610.0,1603.2,Confirmed,1922
9000948,700218,40932,2025-10-01,2025-11-17,Economy,6982.0,1287.84,Confirmed,1396
9000949,700068,40866,2025-12-15,2025-12-26,Economy,5093.0,1061.16,Confirmed,1018
9000950,700108,41714,2025-09-05,2025-10-11,Economy,6305.0,1206.6,Confirmed,1261
9000951,700846,41956,2025-01-21,2025-02-28,Economy,7436.0,1342.32,Confirmed,1487
9000952,700158,41968,2025-09-30,2025-11-06,Premium Economy,15718.0,2336.16,Confirmed,3143
